time_stamp;pm2_5_atm
28/10/2021;6.60
28/10/2021;18.10
28/10/2021;16.20
28/10/2021;8.50
28/10/2021;8.50
28/10/2021;6.60
28/10/2021;14.10
28/10/2021;10.70
28/10/2021;8.80
28/10/2021;14.30
28/10/2021;11.00
28/10/2021;8.30
28/10/2021;14.60
29/10/2021;16.50
29/10/2021;10.70
29/10/2021;12.50
29/10/2021;12.30
29/10/2021;12.20
29/10/2021;10.50
29/10/2021;9.60
29/10/2021;8.00
29/10/2021;6.80
29/10/2021;6.00
29/10/2021;6.20
29/10/2021;7.40
29/10/2021;11.10
29/10/2021;9.10
29/10/2021;6.50
29/10/2021;5.60
29/10/2021;8.00
29/10/2021;6.70
29/10/2021;7.30
29/10/2021;3.20
29/10/2021;8.60
29/10/2021;11.20
29/10/2021;21.10
29/10/2021;69.50
30/10/2021;44.40
30/10/2021;34.70
30/10/2021;22.30
30/10/2021;12.20
30/10/2021;8.10
30/10/2021;5.00
30/10/2021;4.70
30/10/2021;5.80
30/10/2021;4.80
30/10/2021;4.00
30/10/2021;4.00
30/10/2021;26.50
30/10/2021;20.30
30/10/2021;11.40
30/10/2021;9.80
30/10/2021;5.70
30/10/2021;3.40
30/10/2021;6.30
30/10/2021;7.40
30/10/2021;7.30
30/10/2021;6.80
30/10/2021;16.00
30/10/2021;25.90
30/10/2021;49.00
31/10/2021;34.00
31/10/2021;33.60
31/10/2021;32.00
31/10/2021;15.20
31/10/2021;5.60
31/10/2021;6.60
31/10/2021;6.10
31/10/2021;5.30
31/10/2021;4.20
31/10/2021;3.60
31/10/2021;3.50
31/10/2021;6.10
31/10/2021;7.90
31/10/2021;8.90
31/10/2021;16.50
31/10/2021;4.30
31/10/2021;4.40
31/10/2021;4.40
31/10/2021;3.60
31/10/2021;3.70
31/10/2021;4.40
31/10/2021;5.20
31/10/2021;6.90
31/10/2021;15.50
1/11/2021;14.60
1/11/2021;8.00
1/11/2021;5.60
1/11/2021;6.80
1/11/2021;19.30
1/11/2021;17.00
1/11/2021;12.50
1/11/2021;8.10
1/11/2021;8.10
1/11/2021;6.00
1/11/2021;5.10
1/11/2021;5.30
1/11/2021;8.40
1/11/2021;7.80
1/11/2021;9.10
1/11/2021;6.90
1/11/2021;3.40
1/11/2021;4.00
1/11/2021;13.30
1/11/2021;7.00
1/11/2021;8.20
1/11/2021;5.50
1/11/2021;11.60
1/11/2021;34.90
2/11/2021;45.50
2/11/2021;27.00
2/11/2021;19.50
2/11/2021;15.80
2/11/2021;20.40
2/11/2021;15.90
2/11/2021;9.70
2/11/2021;8.90
2/11/2021;7.70
2/11/2021;7.50
2/11/2021;6.80
2/11/2021;7.00
2/11/2021;17.80
2/11/2021;15.90
2/11/2021;7.30
2/11/2021;11.20
2/11/2021;11.40
2/11/2021;6.90
2/11/2021;6.50
2/11/2021;9.30
2/11/2021;7.00
2/11/2021;6.00
2/11/2021;11.00
2/11/2021;26.50
3/11/2021;85.70
3/11/2021;31.30
3/11/2021;30.50
3/11/2021;12.00
3/11/2021;15.00
3/11/2021;13.90
3/11/2021;6.10
3/11/2021;5.50
3/11/2021;4.30
3/11/2021;3.60
3/11/2021;3.60
3/11/2021;4.10
3/11/2021;10.10
3/11/2021;13.70
3/11/2021;10.40
3/11/2021;7.20
3/11/2021;4.70
3/11/2021;4.10
3/11/2021;4.60
3/11/2021;3.40
3/11/2021;6.40
3/11/2021;8.90
3/11/2021;20.90
3/11/2021;35.50
4/11/2021;48.70
4/11/2021;111.70
4/11/2021;76.70
4/11/2021;48.30
4/11/2021;25.00
4/11/2021;15.70
4/11/2021;12.40
4/11/2021;12.60
4/11/2021;12.20
4/11/2021;8.90
4/11/2021;8.60
4/11/2021;8.30
4/11/2021;16.10
4/11/2021;15.70
4/11/2021;20.80
4/11/2021;19.40
4/11/2021;17.30
4/11/2021;16.00
4/11/2021;14.70
4/11/2021;8.20
4/11/2021;5.70
4/11/2021;7.10
4/11/2021;10.70
4/11/2021;14.70
5/11/2021;11.20
5/11/2021;14.20
5/11/2021;17.50
5/11/2021;18.10
5/11/2021;5.20
5/11/2021;4.30
5/11/2021;4.50
5/11/2021;4.70
5/11/2021;5.40
5/11/2021;6.00
5/11/2021;7.50
5/11/2021;15.80
5/11/2021;11.10
5/11/2021;11.70
5/11/2021;15.40
5/11/2021;12.30
5/11/2021;8.00
5/11/2021;9.30
5/11/2021;11.90
5/11/2021;14.00
5/11/2021;23.50
5/11/2021;18.40
5/11/2021;22.10
5/11/2021;42.80
6/11/2021;82.60
6/11/2021;88.00
6/11/2021;40.10
6/11/2021;16.70
6/11/2021;9.20
6/11/2021;7.10
6/11/2021;4.20
6/11/2021;4.80
6/11/2021;4.30
6/11/2021;3.20
6/11/2021;3.80
6/11/2021;4.40
6/11/2021;9.50
6/11/2021;8.20
6/11/2021;8.20
6/11/2021;8.00
6/11/2021;3.60
6/11/2021;4.00
6/11/2021;3.80
6/11/2021;4.40
6/11/2021;3.50
6/11/2021;4.90
6/11/2021;23.70
6/11/2021;38.80
7/11/2021;60.10
7/11/2021;42.20
7/11/2021;25.80
7/11/2021;29.70
7/11/2021;13.30
7/11/2021;7.60
7/11/2021;5.60
7/11/2021;6.50
7/11/2021;6.20
7/11/2021;5.00
7/11/2021;5.10
7/11/2021;6.10
7/11/2021;9.50
7/11/2021;7.70
7/11/2021;5.30
7/11/2021;9.00
7/11/2021;5.50
7/11/2021;6.00
7/11/2021;7.30
7/11/2021;8.10
7/11/2021;16.30
7/11/2021;11.70
7/11/2021;16.60
7/11/2021;36.30
8/11/2021;23.20
8/11/2021;32.10
8/11/2021;49.20
8/11/2021;29.30
8/11/2021;8.90
8/11/2021;5.50
8/11/2021;4.70
8/11/2021;6.00
8/11/2021;5.90
8/11/2021;4.60
8/11/2021;4.90
8/11/2021;5.20
8/11/2021;9.10
8/11/2021;11.40
8/11/2021;9.80
8/11/2021;4.20
8/11/2021;3.10
8/11/2021;3.90
8/11/2021;3.40
8/11/2021;4.50
8/11/2021;5.50
8/11/2021;13.80
8/11/2021;11.10
8/11/2021;20.40
9/11/2021;36.20
9/11/2021;18.70
9/11/2021;14.00
9/11/2021;14.20
9/11/2021;9.60
9/11/2021;4.30
9/11/2021;6.10
9/11/2021;8.80
9/11/2021;5.90
9/11/2021;6.40
9/11/2021;7.00
9/11/2021;5.70
9/11/2021;11.60
9/11/2021;8.50
9/11/2021;12.20
9/11/2021;7.10
9/11/2021;3.30
9/11/2021;1.70
9/11/2021;1.40
9/11/2021;2.90
9/11/2021;2.60
9/11/2021;5.70
9/11/2021;6.90
9/11/2021;88.80
10/11/2021;44.20
10/11/2021;7.20
10/11/2021;21.50
10/11/2021;27.30
10/11/2021;35.20
10/11/2021;44.70
10/11/2021;11.60
10/11/2021;10.10
10/11/2021;10.50
10/11/2021;7.80
10/11/2021;7.20
10/11/2021;8.40
10/11/2021;13.10
10/11/2021;11.80
10/11/2021;7.20
10/11/2021;11.00
10/11/2021;4.80
10/11/2021;3.50
10/11/2021;3.40
10/11/2021;3.30
10/11/2021;4.80
10/11/2021;6.90
10/11/2021;13.70
10/11/2021;32.70
11/11/2021;14.80
11/11/2021;11.50
11/11/2021;13.10
11/11/2021;22.00
11/11/2021;30.40
11/11/2021;42.50
11/11/2021;21.90
11/11/2021;21.10
11/11/2021;22.70
11/11/2021;21.00
11/11/2021;17.70
11/11/2021;19.80
11/11/2021;27.90
11/11/2021;19.90
11/11/2021;29.40
11/11/2021;21.10
11/11/2021;10.10
11/11/2021;5.50
11/11/2021;3.90
11/11/2021;2.90
11/11/2021;2.10
11/11/2021;1.50
11/11/2021;4.30
11/11/2021;8.50
12/11/2021;5.90
12/11/2021;13.50
12/11/2021;14.00
12/11/2021;6.40
12/11/2021;6.20
12/11/2021;5.80
12/11/2021;5.80
12/11/2021;4.40
12/11/2021;5.30
12/11/2021;4.90
12/11/2021;6.40
12/11/2021;4.70
12/11/2021;6.80
12/11/2021;4.80
12/11/2021;23.40
12/11/2021;9.10
12/11/2021;7.90
12/11/2021;4.10
12/11/2021;4.00
12/11/2021;3.50
12/11/2021;12.60
12/11/2021;11.20
12/11/2021;3.40
12/11/2021;18.70
13/11/2021;17.30
13/11/2021;18.00
13/11/2021;8.80
13/11/2021;14.70
13/11/2021;4.20
13/11/2021;2.70
13/11/2021;1.90
13/11/2021;1.50
13/11/2021;1.40
13/11/2021;2.40
13/11/2021;4.30
13/11/2021;1.50
13/11/2021;4.80
13/11/2021;9.00
13/11/2021;11.90
13/11/2021;11.40
13/11/2021;5.70
13/11/2021;11.30
13/11/2021;5.70
13/11/2021;7.60
13/11/2021;12.80
13/11/2021;9.90
13/11/2021;29.70
13/11/2021;17.80
14/11/2021;6.60
14/11/2021;5.90
14/11/2021;4.20
14/11/2021;6.80
14/11/2021;3.90
14/11/2021;4.30
14/11/2021;5.30
14/11/2021;5.80
14/11/2021;5.40
14/11/2021;5.70
14/11/2021;7.00
14/11/2021;6.50
14/11/2021;8.20
14/11/2021;10.40
14/11/2021;9.50
14/11/2021;10.70
14/11/2021;7.70
14/11/2021;6.10
14/11/2021;2.80
14/11/2021;2.70
14/11/2021;4.40
14/11/2021;5.50
14/11/2021;5.10
14/11/2021;2.50
15/11/2021;3.20
15/11/2021;3.20
15/11/2021;3.50
15/11/2021;2.10
15/11/2021;3.20
15/11/2021;0.60
15/11/2021;0.90
15/11/2021;0.30
15/11/2021;1.10
15/11/2021;1.50
15/11/2021;2.80
15/11/2021;3.90
15/11/2021;4.40
15/11/2021;4.60
15/11/2021;4.60
15/11/2021;5.70
15/11/2021;5.50
15/11/2021;4.00
15/11/2021;4.80
15/11/2021;6.20
15/11/2021;8.80
15/11/2021;7.60
15/11/2021;7.70
15/11/2021;16.50
16/11/2021;34.30
16/11/2021;10.20
16/11/2021;8.90
16/11/2021;7.20
16/11/2021;9.40
16/11/2021;6.70
16/11/2021;4.30
16/11/2021;3.80
16/11/2021;4.50
16/11/2021;4.40
16/11/2021;4.00
16/11/2021;4.70
16/11/2021;7.70
16/11/2021;9.00
16/11/2021;10.40
16/11/2021;13.10
16/11/2021;6.60
16/11/2021;4.90
16/11/2021;4.60
16/11/2021;5.60
16/11/2021;5.40
16/11/2021;7.50
16/11/2021;8.20
16/11/2021;22.40
17/11/2021;18.70
17/11/2021;12.20
17/11/2021;12.40
17/11/2021;4.80
17/11/2021;5.70
17/11/2021;4.90
17/11/2021;4.20
17/11/2021;5.00
17/11/2021;5.10
17/11/2021;4.70
17/11/2021;3.30
17/11/2021;3.90
17/11/2021;16.60
17/11/2021;10.30
17/11/2021;6.00
17/11/2021;5.50
17/11/2021;2.70
17/11/2021;3.40
17/11/2021;2.20
17/11/2021;1.60
17/11/2021;1.90
17/11/2021;3.80
17/11/2021;3.20
17/11/2021;7.80
18/11/2021;5.70
18/11/2021;1.30
18/11/2021;1.00
18/11/2021;1.30
18/11/2021;2.50
18/11/2021;6.20
18/11/2021;2.60
18/11/2021;2.70
18/11/2021;4.40
18/11/2021;2.90
18/11/2021;3.10
18/11/2021;4.40
18/11/2021;6.90
18/11/2021;8.10
18/11/2021;2.80
18/11/2021;2.80
18/11/2021;2.40
18/11/2021;2.30
18/11/2021;2.40
18/11/2021;3.90
18/11/2021;5.10
18/11/2021;6.70
18/11/2021;9.90
18/11/2021;19.60
19/11/2021;28.30
19/11/2021;10.00
19/11/2021;7.60
19/11/2021;3.10
19/11/2021;4.60
19/11/2021;6.50
19/11/2021;3.80
19/11/2021;2.70
19/11/2021;2.50
19/11/2021;1.20
19/11/2021;2.60
19/11/2021;1.90
19/11/2021;9.00
19/11/2021;5.80
19/11/2021;6.00
19/11/2021;4.50
19/11/2021;3.30
19/11/2021;5.80
19/11/2021;3.20
19/11/2021;2.80
19/11/2021;3.70
19/11/2021;2.80
19/11/2021;6.70
19/11/2021;12.70
20/11/2021;17.50
20/11/2021;109.50
20/11/2021;67.70
20/11/2021;62.40
20/11/2021;34.40
20/11/2021;7.60
20/11/2021;5.70
20/11/2021;4.70
20/11/2021;4.30
20/11/2021;2.00
20/11/2021;1.80
20/11/2021;2.20
20/11/2021;5.00
20/11/2021;4.80
20/11/2021;4.90
20/11/2021;5.80
20/11/2021;7.80
20/11/2021;5.50
20/11/2021;4.30
20/11/2021;3.40
20/11/2021;2.40
20/11/2021;6.10
20/11/2021;7.70
20/11/2021;11.00
21/11/2021;34.30
21/11/2021;26.10
21/11/2021;11.20
21/11/2021;8.40
21/11/2021;10.10
21/11/2021;9.80
21/11/2021;2.60
21/11/2021;3.20
21/11/2021;5.40
21/11/2021;5.40
21/11/2021;6.60
21/11/2021;11.30
21/11/2021;13.60
21/11/2021;17.90
21/11/2021;16.60
21/11/2021;13.60
21/11/2021;14.20
21/11/2021;12.20
21/11/2021;11.10
21/11/2021;10.60
21/11/2021;9.70
21/11/2021;8.90
21/11/2021;11.20
21/11/2021;21.70
22/11/2021;23.10
22/11/2021;16.00
22/11/2021;18.90
22/11/2021;20.10
22/11/2021;16.30
22/11/2021;15.20
22/11/2021;10.10
22/11/2021;8.40
22/11/2021;5.60
22/11/2021;4.70
22/11/2021;3.10
22/11/2021;3.30
22/11/2021;7.30
22/11/2021;7.40
22/11/2021;8.80
22/11/2021;7.00
22/11/2021;5.70
22/11/2021;5.30
22/11/2021;8.50
22/11/2021;8.10
22/11/2021;6.30
22/11/2021;7.50
22/11/2021;10.50
22/11/2021;33.60
23/11/2021;67.50
23/11/2021;33.40
23/11/2021;25.20
23/11/2021;20.20
23/11/2021;14.00
23/11/2021;6.50
23/11/2021;4.90
23/11/2021;4.50
23/11/2021;4.00
23/11/2021;3.40
23/11/2021;4.00
23/11/2021;10.30
23/11/2021;8.10
23/11/2021;6.70
23/11/2021;6.20
23/11/2021;6.40
23/11/2021;8.60
23/11/2021;7.60
23/11/2021;7.30
23/11/2021;7.60
23/11/2021;7.70
23/11/2021;15.90
23/11/2021;18.90
23/11/2021;45.90
24/11/2021;49.30
24/11/2021;11.10
24/11/2021;22.20
24/11/2021;22.50
24/11/2021;14.20
24/11/2021;11.70
24/11/2021;11.30
24/11/2021;9.10
24/11/2021;8.90
24/11/2021;8.30
24/11/2021;8.50
24/11/2021;9.60
24/11/2021;13.60
24/11/2021;10.40
24/11/2021;17.30
24/11/2021;10.20
24/11/2021;7.90
24/11/2021;6.50
24/11/2021;7.90
24/11/2021;6.50
24/11/2021;13.90
24/11/2021;8.50
24/11/2021;10.70
24/11/2021;13.80
25/11/2021;11.60
25/11/2021;7.90
25/11/2021;5.10
25/11/2021;5.80
25/11/2021;14.00
25/11/2021;8.40
25/11/2021;11.50
25/11/2021;116.00
25/11/2021;72.80
25/11/2021;14.50
25/11/2021;9.20
25/11/2021;9.90
25/11/2021;11.60
25/11/2021;11.10
25/11/2021;36.30
25/11/2021;23.60
25/11/2021;8.40
25/11/2021;6.00
25/11/2021;5.90
25/11/2021;4.30
25/11/2021;3.80
25/11/2021;7.40
25/11/2021;14.30
25/11/2021;37.60
26/11/2021;20.20
26/11/2021;95.00
26/11/2021;77.90
26/11/2021;37.50
26/11/2021;20.20
26/11/2021;13.90
26/11/2021;10.60
26/11/2021;9.40
26/11/2021;7.70
26/11/2021;9.10
26/11/2021;8.80
26/11/2021;9.80
26/11/2021;17.50
26/11/2021;11.70
26/11/2021;10.60
26/11/2021;12.50
26/11/2021;10.20
26/11/2021;10.00
26/11/2021;10.30
26/11/2021;8.40
26/11/2021;8.00
26/11/2021;16.80
26/11/2021;26.70
26/11/2021;38.40
27/11/2021;47.60
27/11/2021;28.60
27/11/2021;22.70
27/11/2021;17.40
27/11/2021;24.80
27/11/2021;38.10
27/11/2021;28.80
27/11/2021;15.70
27/11/2021;13.20
27/11/2021;11.50
27/11/2021;11.40
27/11/2021;16.10
27/11/2021;17.80
27/11/2021;18.90
27/11/2021;11.10
27/11/2021;8.50
27/11/2021;6.10
27/11/2021;3.60
27/11/2021;2.70
27/11/2021;3.60
27/11/2021;3.20
27/11/2021;8.50
27/11/2021;12.30
27/11/2021;30.90
28/11/2021;12.90
28/11/2021;7.90
28/11/2021;12.60
28/11/2021;4.90
28/11/2021;5.00
28/11/2021;5.00
28/11/2021;7.50
28/11/2021;9.50
28/11/2021;10.30
28/11/2021;7.50
28/11/2021;5.90
28/11/2021;7.40
28/11/2021;8.50
28/11/2021;12.90
28/11/2021;10.50
28/11/2021;6.70
28/11/2021;5.40
28/11/2021;4.00
28/11/2021;3.00
28/11/2021;4.40
28/11/2021;6.40
28/11/2021;7.20
28/11/2021;16.50
28/11/2021;15.30
29/11/2021;9.40
29/11/2021;15.20
29/11/2021;18.10
29/11/2021;30.90
29/11/2021;40.70
29/11/2021;34.30
29/11/2021;16.50
29/11/2021;16.00
29/11/2021;13.90
29/11/2021;14.90
29/11/2021;14.10
29/11/2021;14.90
29/11/2021;16.10
29/11/2021;9.70
29/11/2021;10.80
29/11/2021;14.00
29/11/2021;20.80
29/11/2021;18.80
29/11/2021;25.50
29/11/2021;25.90
29/11/2021;24.60
29/11/2021;23.60
29/11/2021;25.80
29/11/2021;85.50
30/11/2021;38.10
30/11/2021;25.30
30/11/2021;30.40
30/11/2021;11.30
30/11/2021;13.00
30/11/2021;9.30
30/11/2021;4.50
30/11/2021;4.20
30/11/2021;4.00
30/11/2021;6.00
30/11/2021;12.90
30/11/2021;10.50
30/11/2021;7.90
30/11/2021;7.40
30/11/2021;8.70
30/11/2021;6.90
30/11/2021;3.70
30/11/2021;3.30
30/11/2021;4.30
30/11/2021;4.20
30/11/2021;8.50
30/11/2021;16.50
30/11/2021;9.00
30/11/2021;12.30
1/12/2021;25.20
1/12/2021;39.20
1/12/2021;22.80
1/12/2021;13.80
1/12/2021;13.00
1/12/2021;9.70
1/12/2021;8.10
1/12/2021;6.00
1/12/2021;6.40
1/12/2021;5.90
1/12/2021;4.30
1/12/2021;4.20
1/12/2021;6.60
1/12/2021;6.80
1/12/2021;8.60
1/12/2021;7.70
1/12/2021;10.10
1/12/2021;7.90
1/12/2021;5.20
1/12/2021;3.20
1/12/2021;4.80
1/12/2021;9.80
1/12/2021;22.60
1/12/2021;72.00
2/12/2021;79.10
2/12/2021;47.50
2/12/2021;25.80
2/12/2021;23.20
2/12/2021;18.30
2/12/2021;13.80
2/12/2021;13.50
2/12/2021;12.90
2/12/2021;13.40
2/12/2021;13.50
2/12/2021;13.80
2/12/2021;15.80
2/12/2021;15.60
2/12/2021;14.70
2/12/2021;10.40
2/12/2021;8.00
2/12/2021;9.60
2/12/2021;9.70
2/12/2021;6.90
2/12/2021;7.80
2/12/2021;10.40
2/12/2021;10.60
2/12/2021;12.00
2/12/2021;28.40
3/12/2021;7.60
3/12/2021;14.40
3/12/2021;22.80
3/12/2021;12.90
3/12/2021;10.90
3/12/2021;11.80
3/12/2021;9.60
3/12/2021;6.70
3/12/2021;7.00
3/12/2021;6.00
3/12/2021;6.30
3/12/2021;7.40
3/12/2021;14.40
3/12/2021;12.20
3/12/2021;11.20
3/12/2021;10.00
3/12/2021;9.80
3/12/2021;9.40
3/12/2021;8.60
3/12/2021;12.70
3/12/2021;13.10
3/12/2021;15.70
4/12/2021;17.40
4/12/2021;15.30
4/12/2021;23.00
4/12/2021;19.40
4/12/2021;18.70
4/12/2021;17.40
4/12/2021;18.50
4/12/2021;20.80
4/12/2021;18.90
4/12/2021;13.00
4/12/2021;14.30
4/12/2021;14.90
4/12/2021;13.20
4/12/2021;14.00
4/12/2021;17.50
4/12/2021;14.30
4/12/2021;12.40
4/12/2021;11.30
4/12/2021;12.70
4/12/2021;13.60
4/12/2021;16.90
4/12/2021;14.80
4/12/2021;17.10
4/12/2021;30.50
5/12/2021;27.00
5/12/2021;19.50
5/12/2021;10.10
5/12/2021;11.60
5/12/2021;24.60
5/12/2021;22.90
5/12/2021;21.40
5/12/2021;16.80
5/12/2021;17.00
5/12/2021;16.90
5/12/2021;21.70
5/12/2021;23.20
5/12/2021;22.60
5/12/2021;27.50
5/12/2021;25.60
5/12/2021;21.60
5/12/2021;13.30
5/12/2021;11.00
5/12/2021;11.30
5/12/2021;6.20
5/12/2021;6.30
5/12/2021;16.70
5/12/2021;14.90
5/12/2021;19.80
6/12/2021;19.20
6/12/2021;18.40
6/12/2021;15.40
6/12/2021;38.90
6/12/2021;21.70
6/12/2021;16.60
6/12/2021;16.40
6/12/2021;11.50
6/12/2021;11.80
6/12/2021;11.70
6/12/2021;9.20
6/12/2021;9.00
6/12/2021;12.10
6/12/2021;23.70
6/12/2021;24.10
6/12/2021;8.90
6/12/2021;6.10
6/12/2021;7.30
6/12/2021;6.70
6/12/2021;4.50
6/12/2021;4.20
6/12/2021;4.70
6/12/2021;4.70
6/12/2021;5.70
7/12/2021;5.30
7/12/2021;5.50
7/12/2021;7.30
7/12/2021;5.60
7/12/2021;6.20
7/12/2021;4.50
7/12/2021;5.40
7/12/2021;50.50
7/12/2021;26.40
7/12/2021;10.40
7/12/2021;6.90
7/12/2021;11.50
7/12/2021;11.90
7/12/2021;23.00
7/12/2021;16.80
7/12/2021;6.40
7/12/2021;6.20
7/12/2021;5.70
7/12/2021;3.60
7/12/2021;6.60
7/12/2021;7.00
7/12/2021;10.60
7/12/2021;7.30
7/12/2021;9.50
8/12/2021;10.00
8/12/2021;10.80
8/12/2021;14.10
8/12/2021;14.60
8/12/2021;23.90
8/12/2021;31.00
8/12/2021;14.30
8/12/2021;10.90
8/12/2021;8.90
8/12/2021;6.80
8/12/2021;6.80
8/12/2021;11.40
8/12/2021;20.70
8/12/2021;32.50
8/12/2021;9.00
8/12/2021;13.60
8/12/2021;7.50
8/12/2021;5.50
8/12/2021;6.10
8/12/2021;4.50
8/12/2021;5.60
8/12/2021;7.60
8/12/2021;6.40
8/12/2021;7.10
9/12/2021;9.90
9/12/2021;18.10
9/12/2021;13.40
9/12/2021;10.10
9/12/2021;7.20
9/12/2021;6.90
9/12/2021;6.80
9/12/2021;11.30
9/12/2021;7.90
9/12/2021;8.50
9/12/2021;10.80
9/12/2021;18.90
9/12/2021;24.00
9/12/2021;25.20
9/12/2021;12.30
9/12/2021;9.30
9/12/2021;8.30
9/12/2021;8.60
9/12/2021;8.60
9/12/2021;6.80
9/12/2021;7.00
9/12/2021;8.10
9/12/2021;15.70
9/12/2021;19.80
10/12/2021;13.80
10/12/2021;13.30
10/12/2021;12.40
10/12/2021;16.20
10/12/2021;11.10
10/12/2021;11.60
10/12/2021;11.30
10/12/2021;13.40
10/12/2021;16.30
10/12/2021;16.30
10/12/2021;14.30
10/12/2021;17.90
10/12/2021;25.00
10/12/2021;27.00
10/12/2021;18.10
10/12/2021;16.90
10/12/2021;18.60
10/12/2021;16.80
10/12/2021;11.20
10/12/2021;8.10
10/12/2021;4.80
10/12/2021;6.20
10/12/2021;8.70
10/12/2021;10.90
11/12/2021;14.30
11/12/2021;24.80
11/12/2021;56.10
11/12/2021;50.00
11/12/2021;30.00
11/12/2021;35.20
11/12/2021;35.10
11/12/2021;20.30
11/12/2021;16.00
11/12/2021;15.10
11/12/2021;18.60
11/12/2021;52.00
11/12/2021;57.30
11/12/2021;53.40
11/12/2021;23.70
11/12/2021;9.30
11/12/2021;9.60
11/12/2021;9.50
11/12/2021;19.20
11/12/2021;5.80
11/12/2021;3.70
11/12/2021;5.40
11/12/2021;4.40
11/12/2021;9.50
12/12/2021;7.40
12/12/2021;9.10
12/12/2021;8.00
12/12/2021;9.60
12/12/2021;8.80
12/12/2021;9.90
12/12/2021;4.40
12/12/2021;4.70
12/12/2021;5.90
12/12/2021;5.50
12/12/2021;6.30
12/12/2021;7.60
12/12/2021;13.30
12/12/2021;18.30
12/12/2021;6.70
12/12/2021;9.40
12/12/2021;4.70
12/12/2021;6.70
12/12/2021;2.50
12/12/2021;2.40
12/12/2021;1.90
12/12/2021;4.70
12/12/2021;2.50
12/12/2021;12.10
13/12/2021;4.60
13/12/2021;6.30
13/12/2021;7.30
13/12/2021;10.20
13/12/2021;6.10
13/12/2021;6.40
13/12/2021;9.00
13/12/2021;11.10
13/12/2021;9.10
13/12/2021;7.30
13/12/2021;6.20
13/12/2021;7.20
13/12/2021;10.80
13/12/2021;10.60
13/12/2021;26.70
13/12/2021;13.70
13/12/2021;5.30
13/12/2021;6.60
13/12/2021;9.80
13/12/2021;5.40
13/12/2021;4.50
13/12/2021;5.20
13/12/2021;6.90
13/12/2021;9.00
14/12/2021;15.70
14/12/2021;20.10
14/12/2021;16.90
14/12/2021;12.10
14/12/2021;7.50
14/12/2021;8.40
14/12/2021;9.20
14/12/2021;7.60
14/12/2021;5.50
14/12/2021;5.30
14/12/2021;7.10
14/12/2021;7.30
14/12/2021;11.10
14/12/2021;13.70
14/12/2021;9.40
14/12/2021;5.60
14/12/2021;5.60
14/12/2021;6.20
14/12/2021;5.50
14/12/2021;5.30
14/12/2021;7.60
14/12/2021;5.90
14/12/2021;4.30
14/12/2021;5.80
15/12/2021;9.70
15/12/2021;8.70
15/12/2021;8.30
15/12/2021;11.50
15/12/2021;8.10
15/12/2021;5.30
15/12/2021;5.80
15/12/2021;5.40
15/12/2021;5.10
15/12/2021;5.30
15/12/2021;6.60
15/12/2021;7.00
15/12/2021;9.20
15/12/2021;10.30
15/12/2021;11.40
15/12/2021;8.00
15/12/2021;8.50
15/12/2021;5.70
15/12/2021;5.70
15/12/2021;5.80
15/12/2021;6.90
15/12/2021;8.60
15/12/2021;12.20
15/12/2021;11.10
16/12/2021;13.20
16/12/2021;30.00
16/12/2021;22.80
16/12/2021;14.40
16/12/2021;14.90
16/12/2021;11.00
16/12/2021;9.90
16/12/2021;7.80
16/12/2021;7.30
16/12/2021;6.70
16/12/2021;7.20
16/12/2021;7.40
16/12/2021;14.30
16/12/2021;13.90
16/12/2021;12.50
16/12/2021;16.70
16/12/2021;8.80
16/12/2021;11.20
16/12/2021;9.30
16/12/2021;7.10
16/12/2021;6.20
16/12/2021;9.10
16/12/2021;12.60
16/12/2021;24.10
17/12/2021;26.00
17/12/2021;11.00
17/12/2021;9.50
17/12/2021;19.50
17/12/2021;20.80
17/12/2021;15.00
17/12/2021;11.70
17/12/2021;8.70
17/12/2021;8.50
17/12/2021;9.60
17/12/2021;9.00
17/12/2021;17.50
17/12/2021;13.20
17/12/2021;12.50
17/12/2021;15.10
17/12/2021;9.80
17/12/2021;8.50
17/12/2021;7.70
17/12/2021;6.70
17/12/2021;6.80
17/12/2021;7.50
17/12/2021;7.10
17/12/2021;8.30
17/12/2021;11.40
18/12/2021;14.60
18/12/2021;13.60
18/12/2021;10.10
18/12/2021;18.10
18/12/2021;17.80
18/12/2021;17.80
18/12/2021;14.90
18/12/2021;17.40
18/12/2021;14.00
18/12/2021;8.80
18/12/2021;7.80
18/12/2021;4.70
18/12/2021;7.10
18/12/2021;5.10
18/12/2021;5.00
18/12/2021;4.00
18/12/2021;6.40
18/12/2021;3.40
18/12/2021;5.70
18/12/2021;5.00
18/12/2021;3.70
18/12/2021;3.30
18/12/2021;5.10
18/12/2021;9.40
19/12/2021;10.60
19/12/2021;7.90
19/12/2021;7.30
19/12/2021;13.90
19/12/2021;10.40
19/12/2021;10.60
19/12/2021;6.20
19/12/2021;12.60
19/12/2021;7.20
19/12/2021;5.90
19/12/2021;4.70
19/12/2021;9.80
19/12/2021;9.60
19/12/2021;16.40
19/12/2021;8.20
19/12/2021;4.70
19/12/2021;4.90
19/12/2021;4.40
19/12/2021;3.30
19/12/2021;3.30
19/12/2021;3.50
19/12/2021;3.60
19/12/2021;3.20
19/12/2021;17.10
20/12/2021;5.50
20/12/2021;4.80
20/12/2021;12.10
20/12/2021;8.00
20/12/2021;5.20
20/12/2021;8.80
20/12/2021;8.10
20/12/2021;5.30
20/12/2021;5.40
20/12/2021;3.60
20/12/2021;3.90
20/12/2021;8.10
